name|female|birthdate|birthplace|link
Donald Pleasence|False|1919-10-05|['Worksop', ', ', 'Nottinghamshire', ', England']|https://en.wikipedia.org/wiki/Donald_Pleasence
Anouk Aimée|True|1932-04-27|['Paris', ', France']|https://en.wikipedia.org/wiki/Anouk_Aim%C3%A9e
Brian Bedford|False|1935-02-16|['Morley', ', ', 'West Yorkshire', ', England']|https://en.wikipedia.org/wiki/Brian_Bedford
Jessica Walter|True|1941-01-31|['New York City, U.S.']|https://en.wikipedia.org/wiki/Jessica_Walter
Phil Silvers|False|1911-05-11|[]|https://en.wikipedia.org/wiki/Phil_Silvers
Raquel Welch|True|1940-09-05|['Chicago, Illinois', ', U.S.', '[1]']|https://en.wikipedia.org/wiki/Raquel_Welch
Antonio Sabàto Sr.|False|1943-04-02|['Montelepre', ', Italy']|https://en.wikipedia.org/wiki/Antonio_Sab%C3%A0to_Sr.
Arthur Kennedy|False|1914-02-17|['Worcester, Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Arthur_Kennedy
Ron Rich|False||[]|https://en.wikipedia.org/wiki/Ron_Rich
Cliff Osmond|False||['Jersey City, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Cliff_Osmond
Stephen Boyd|False|1931-07-04|['Glengormley', ', ', 'County Antrim', ', Northern Ireland']|https://en.wikipedia.org/wiki/Stephen_Boyd
Françoise Hardy|True|1944-01-17|['Paris, France']|https://en.wikipedia.org/wiki/Fran%C3%A7oise_Hardy
Judi West|True||[]|https://en.wikipedia.org/wiki/Judi_West
Julie Walters|True|1950-02-22|['Edgbaston', ', ', 'Birmingham', ', England']|https://en.wikipedia.org/wiki/Julie_Walters
Táta Vega|True|1951-10-07|[]|https://en.wikipedia.org/wiki/Tata_Vega
Tabu (actress)|True|1971-11-04|['Hyderabad', ', ', 'Andhra Pradesh', ', India (now ', 'Telangana', ', India)']|https://en.wikipedia.org/wiki/Tabu_(actress)
Jennifer Garner|True|1972-04-17|['Houston', ', ', 'Texas', ', U.S.']|https://en.wikipedia.org/wiki/Jennifer_Garner
Robbie Coltrane|False|1950-03-30|['Rutherglen', ', Scotland']|https://en.wikipedia.org/wiki/Robbie_Coltrane
Sally Field|True|1946-11-06|['Pasadena, California', ', U.S.']|https://en.wikipedia.org/wiki/Sally_Field
Kevin McKidd|False|1973-08-09|['Elgin, Moray', ', Scotland']|https://en.wikipedia.org/wiki/Kevin_McKidd
Laurence Harvey|False|1928-10-01|['Joniškis', ', ', 'Lithuania']|https://en.wikipedia.org/wiki/Laurence_Harvey
Dirk Bogarde|False|1921-03-28|['West Hampstead', ', London, England']|https://en.wikipedia.org/wiki/Dirk_Bogarde
Craig Ferguson|False|1962-05-17|[]|https://en.wikipedia.org/wiki/Craig_Ferguson
Russell Crowe|False|1964-04-07|['Wellington', ', New Zealand']|https://en.wikipedia.org/wiki/Russell_Crowe
Peggy Wood|True|1892-02-09|['Brooklyn, New York', ', U.S.']|https://en.wikipedia.org/wiki/Peggy_Wood
Siobhán McKenna|True|1922-05-24|['Belfast', ', Northern Ireland']|https://en.wikipedia.org/wiki/Siobh%C3%A1n_McKenna
Vivien Leigh|True|1913-11-05|['Darjeeling', ', ', 'Bengal Presidency', ', British\xa0India']|https://en.wikipedia.org/wiki/Vivien_Leigh
Richard Haydn|False|1905-03-10|['Camberwell', ', ', 'London', ', England']|https://en.wikipedia.org/wiki/Richard_Haydn
Charmian Carr|True|1942-12-27|['Chicago, Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Charmian_Carr
Tom Courtenay|False|1937-02-25|['Hull', ', ', 'East Yorkshire', ', England']|https://en.wikipedia.org/wiki/Tom_Courtenay
Eleanor Parker|True|1922-06-26|['Cedarville, Ohio', ', U.S.']|https://en.wikipedia.org/wiki/Eleanor_Parker
Dwayne Hickman|False|1934-05-18|['Los Angeles, California', ', U.S.']|https://en.wikipedia.org/wiki/Dwayne_Hickman
Natalie Wood|True|1938-07-20|['San Francisco, California', ', U.S.']|https://en.wikipedia.org/wiki/Natalie_Wood
Elizabeth Hartman|True|1943-12-23|['Youngstown, Ohio', ', U.S.']|https://en.wikipedia.org/wiki/Elizabeth_Hartman
Oskar Werner|False|1922-11-13|['Vienna', ', Austria']|https://en.wikipedia.org/wiki/Oskar_Werner
Rita Tushingham|True|1942-03-14|['Garston', ', ', 'Liverpool', ', England']|https://en.wikipedia.org/wiki/Rita_Tushingham
Nat King Cole|False|1919-03-17|[]|https://en.wikipedia.org/wiki/Nat_King_Cole
Barry Gordon|False|1948-12-21|['Brookline, Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Barry_Gordon
Elizabeth Ashley|True||['Ocala, Florida', ', U.S.']|https://en.wikipedia.org/wiki/Elizabeth_Ashley
František Zvarík|False|1921-07-17|['Vrútky', ', ', 'Slovakia']|https://en.wikipedia.org/wiki/Franti%C5%A1ek_Zvar%C3%ADk
Peter Falk|False|1927-09-16|['The Bronx, New York', ', U.S.']|https://en.wikipedia.org/wiki/Peter_Falk
José Greco|False|1918-12-23|['Montorio nei Frentani', ', Italy']|https://en.wikipedia.org/wiki/Jose_Greco
Vivian Vance|True|1909-07-26|['Cherryvale, Kansas', ', U.S.']|https://en.wikipedia.org/wiki/Vivian_Vance
Jozef Kroner|False||[]|https://en.wikipedia.org/wiki/Jozef_Kroner
Ida Kamińska|True|1899-09-18|['Odessa', ', ', 'Russian Empire', ' (now ', 'Ukraine', ')']|https://en.wikipedia.org/wiki/Ida_Kaminska
Michael Dunn (actor)|False|1934-10-20|['Shattuck, Oklahoma', ', U.S.']|https://en.wikipedia.org/wiki/Michael_Dunn_(actor)
Martin Gregor|NA||[]|https://sk.wikipedia.org/wiki/Martin_Gregor
Charles Korvin|False|1907-11-21|['Pöstyén', ', ', 'Austria-Hungary', ' (now \n', 'Piešťany', ', Slovakia)']|https://en.wikipedia.org/wiki/Charles_Korvin
Charles Farrell|False|1900-08-09|['Walpole, Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Charles_Farrell
Janet Gaynor|True|1906-10-06|['Philadelphia, Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/Janet_Gaynor
Lee Patrick (actress)|True|1901-11-22|['New York City, U.S.']|https://en.wikipedia.org/wiki/Lee_Patrick_(actress)
Barbara Eden|True|1931-08-23|['Tucson, Arizona', ', U.S.']|https://en.wikipedia.org/wiki/Barbara_Eden
Heinz Rühmann|False|1902-03-07|['Essen', ', ', 'Germany']|https://en.wikipedia.org/wiki/Heinz_Ruehmann
Ben Bard|False|1893-01-26|['Milwaukee, Wisconsin', ', U.S.']|https://en.wikipedia.org/wiki/Ben_Bard
Paul Lukas|False|1894-05-26|['Budapest', ', ', 'Austria-Hungary']|https://en.wikipedia.org/wiki/Paul_Lukas
Tony Randall|False|1920-02-26|['Tulsa, Oklahoma', ', U.S.']|https://en.wikipedia.org/wiki/Tony_Randall
Peter Lorre|False|1904-06-26|['Rózsahegy,', 'Austria-Hungary', ' (now ', 'Ružomberok', ', ', 'Slovakia', ')']|https://en.wikipedia.org/wiki/Peter_Lorre
Errol Flynn|False|1909-06-20|['Battery Point, Tasmania', ', Australia']|https://en.wikipedia.org/wiki/Errol_Flynn
Kirk Douglas|False|1916-12-09|['Amsterdam, New York', ', U.S.']|https://en.wikipedia.org/wiki/Kirk_Douglas
Basil Rathbone|False|1892-06-13|['Johannesburg', ', ', 'South African Republic']|https://en.wikipedia.org/wiki/Basil_Rathbone
Kari Wahlgren|True|1977-07-13|['Hoisington, Kansas', ', U.S.']|https://en.wikipedia.org/wiki/Kari_Wahlgren
Humphrey Bogart|False|1899-12-25|['New York City, U.S.']|https://en.wikipedia.org/wiki/Humphrey_Bogart
Claude Rains|False|1889-11-10|['Clapham', ', ', 'London', ', England']|https://en.wikipedia.org/wiki/Claude_Rains
Olivia de Havilland|True|1916-07-01|['Tokyo, ', 'Empire of Japan']|https://en.wikipedia.org/wiki/Olivia_de_Havilland
Michael Callan|False|1935-11-22|['Philadelphia', ', Pennsylvania, U.S.']|https://en.wikipedia.org/wiki/Michael_Callan
Ralph Richardson|False||[]|https://en.wikipedia.org/wiki/Ralph_Richardson
Una O'Connor (actress)|True|1880-10-23|['Belfast', ', ', 'Ireland']|https://en.wikipedia.org/wiki/Una_O%27Connor_(actress)
John Ridgely|False|1909-09-06|['Chicago, Illinois', ', U.S.']|https://en.wikipedia.org/wiki/John_Ridgely
John Garfield|False|1913-03-04|['New York City, U.S.']|https://en.wikipedia.org/wiki/John_Garfield
José Ferrer|False|1912-01-08|['San Juan, Puerto Rico']|https://en.wikipedia.org/wiki/Jose_Ferrer
Arthur Kennedy|False|1914-02-17|['Worcester, Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Arthur_Kennedy_(actor)
Tony Curtis|False|1925-06-03|['New York City, U.S.']|https://en.wikipedia.org/wiki/Tony_Curtis
Harry Carey (actor)|False|1878-01-16|['The Bronx, New York', ', U.S.']|https://en.wikipedia.org/wiki/Harry_Carey_(actor)
Anne Baxter|True|1923-05-07|['Michigan City, Indiana', ', U.S.']|https://en.wikipedia.org/wiki/Anne_Baxter
Tyrone Power|False|1914-05-05|['Cincinnati', ', Ohio, U.S.']|https://en.wikipedia.org/wiki/Tyrone_Power
Alice Faye|True|1915-05-05|['Manhattan', ', ', 'New York City', ', U.S.']|https://en.wikipedia.org/wiki/Alice_Faye
John Goodman|False|1952-06-20|['Affton, Missouri', ', U.S.']|https://en.wikipedia.org/wiki/John_Goodman
Ethel Merman|True|1908-01-16|['New York City, New York, U.S.']|https://en.wikipedia.org/wiki/Ethel_Merman
Louis Wolheim|False||['New York City, U.S.']|https://en.wikipedia.org/wiki/Louis_Wolheim
Hugh Jackman|False|1968-10-12|['Sydney', ', ', 'New South Wales', ', Australia']|https://en.wikipedia.org/wiki/Hugh_Jackman
Lew Ayres|False|1908-12-28|['Minneapolis', ', Minnesota, U.S.']|https://en.wikipedia.org/wiki/Lew_Ayres
Jack Haley|False|1897-08-10|['Boston', ', ', 'Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Jack_Haley
Celeste Holm|True|1917-04-29|['Manhattan', ', New York City, U.S.']|https://en.wikipedia.org/wiki/Celeste_Holm
George Sanders|False|1906-07-03|['Saint Petersburg', ', ', 'Russian Empire']|https://en.wikipedia.org/wiki/George_Sanders
Walter Huston|False|1883-04-05|['Toronto', ', ', 'Ontario', ', Canada']|https://en.wikipedia.org/wiki/Walter_Huston
Edward Arnold (actor)|False|1890-02-18|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Edward_Arnold_(actor)
James Craig (actor)|False|1912-02-04|['Sunderland', ', U.K.']|https://en.wikipedia.org/wiki/James_Craig_(actor)
Marilyn Monroe|True|1926-06-01|['Los Angeles, California, U.S.']|https://en.wikipedia.org/wiki/Marilyn_Monroe
Anne Shirley (actress)|True|1918-04-17|['New York City, U.S.']|https://en.wikipedia.org/wiki/Anne_Shirley_(actress)
Idina Menzel|True|1971-05-30|['New York City, U.S.']|https://en.wikipedia.org/wiki/Idina_Menzel
John Ireland|False|1914-01-30|['Vancouver', ', Canada']|https://en.wikipedia.org/wiki/John_Ireland_(actor)
Mercedes McCambridge|True|1916-03-16|['Joliet', ', ', 'Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Mercedes_McCambridge
Jane Darwell|True|1879-10-15|['Palmyra, Missouri', ', U.S.']|https://en.wikipedia.org/wiki/Jane_Darwell
Broderick Crawford|False|1911-12-09|['Philadelphia', ', ', 'Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/Broderick_Crawford
Stathis Giallelis|False|1941-01-21|['Greece']|https://en.wikipedia.org/wiki/Stathis_Giallelis
Simone Simon|True|1911-04-23|['Marseille', ', France']|https://en.wikipedia.org/wiki/Simone_Simon
Joanne Dru|True|1922-01-31|['Logan, West Virginia', ', U.S.']|https://en.wikipedia.org/wiki/Joanne_Dru
Rafe Spall|False|1983-03-10|['Camberwell', ', ', 'London', ', England']|https://en.wikipedia.org/wiki/Rafe_Spall
John Derek|False|1926-08-12|['Hollywood, California', ', U.S.']|https://en.wikipedia.org/wiki/John_Derek
Shepperd Strudwick|False|1907-09-22|['Hillsborough, North Carolina', ', U.S.']|https://en.wikipedia.org/wiki/Shepperd_Strudwick
Ted Husing|False||[]|https://en.wikipedia.org/wiki/Ted_Husing
Bryan Cranston|False|1956-03-07|['Los Angeles', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/Bryan_Cranston
Leslie Caron|True|1931-07-01|['Boulogne-sur-Seine', ', ', 'Paris', ', France']|https://en.wikipedia.org/wiki/Leslie_Caron
Yul Brynner|False|1920-07-11|['Vladivostok', ', ', 'Far Eastern Republic', ' (now ', 'Primorsky Krai', ', Russia)']|https://en.wikipedia.org/wiki/Yul_Brynner
Gene Kelly|False|1912-08-23|['Pittsburgh', ', Pennsylvania, U.S.']|https://en.wikipedia.org/wiki/Gene_Kelly
Kristen Bell|True|1980-07-18|['Huntington Woods, Michigan', ', U.S.']|https://en.wikipedia.org/wiki/Kristen_Bell
Kathryn Grayson|True|1922-02-09|['Winston-Salem, North Carolina', ', U.S.']|https://en.wikipedia.org/wiki/Kathryn_Grayson
Oscar Levant|False|1906-12-27|['Pittsburgh, Pennsylvania, United States']|https://en.wikipedia.org/wiki/Oscar_Levant
Georges Guétary|False||['Alexandria', ', ', 'Egypt']|https://en.wikipedia.org/wiki/Georges_Gu%C3%A9tary
Howard Keel|False|1919-04-13|['Gillespie, Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Howard_Keel
Betty Hutton|True|1921-02-26|['Battle Creek, Michigan', ', U.S.']|https://en.wikipedia.org/wiki/Betty_Hutton
Nina Foch|True|1924-04-20|['Leiden', ', ', 'South Holland', ', Netherlands']|https://en.wikipedia.org/wiki/Nina_Foch
Fredric March|False|1897-08-31|['Racine, Wisconsin', ', U.S.']|https://en.wikipedia.org/wiki/Fredric_March
Frank Sinatra|False|1915-12-12|['Hoboken, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Frank_Sinatra
Louis Calhern|False|1895-02-19|['Brooklyn', ', New York, U.S.']|https://en.wikipedia.org/wiki/Louis_Calhern
Gale Sondergaard|True|1899-02-15|['Litchfield, Minnesota', ', U.S.']|https://en.wikipedia.org/wiki/Gale_Sondergaard
Benay Venuta|True|1910-01-27|['San Francisco, California', ', U.S.']|https://en.wikipedia.org/wiki/Benay_Venuta
Fred MacMurray|False|1908-08-30|['Kankakee, Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Fred_MacMurray
Irene Dunne|True|1898-12-20|['Louisville, Kentucky', ', U.S.']|https://en.wikipedia.org/wiki/Irene_Dunne
J. Carrol Naish|False|1896-01-21|['New York City, U.S.']|https://en.wikipedia.org/wiki/J._Carrol_Naish
Edie Adams|True|1927-04-16|['Kingston, Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/Edie_Adams
Cantinflas|False|1911-08-12|['Santa María la Redonda', ', ', 'Mexico City', ', Mexico']|https://en.wikipedia.org/wiki/Cantinflas
Dennis O'Keefe|False|1908-03-29|['Fort Madison, Iowa', ', U.S.']|https://en.wikipedia.org/wiki/Dennis_O%27Keefe
Linda Darnell|True|1923-10-16|['Dallas, Texas', ', U.S.']|https://en.wikipedia.org/wiki/Linda_Darnell
Ray Walston|False|1914-11-02|['Laurel, Mississippi', ', U.S.']|https://en.wikipedia.org/wiki/Ray_Walston
Robert Newton|False|1905-06-01|['Shaftesbury', ', ', 'Dorset', ', England']|https://en.wikipedia.org/wiki/Robert_Newton
Myrna Loy|True|1905-08-02|['Helena, Montana', ', U.S.']|https://en.wikipedia.org/wiki/Myrna_Loy
Claudette Colbert|True|1903-09-13|['Saint-Mandé', ', ', 'France']|https://en.wikipedia.org/wiki/Claudette_Colbert
Cary Grant|False|1904-01-18|['Bristol', ', England']|https://en.wikipedia.org/wiki/Cary_Grant
Irrfan Khan|False||['Tonk', ', ', 'Rajasthan', ', India']|https://en.wikipedia.org/wiki/Irrfan_Khan
Shirley Temple|True|1928-04-23|[]|https://en.wikipedia.org/wiki/Shirley_Temple
James Dunn (actor)|False|1901-11-02|['Manhattan', ', New York, U.S.']|https://en.wikipedia.org/wiki/James_Dunn_(actor)
Lana Turner|True|1921-02-08|['Wallace, Idaho', ', U.S.']|https://en.wikipedia.org/wiki/Lana_Turner
Sally Eilers|True|1908-12-11|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Sally_Eilers
Suraj Sharma|False|1993-03-21|['New Delhi', ', ', 'India']|https://en.wikipedia.org/wiki/Suraj_Sharma
Minna Gombell|True|1892-05-28|['Baltimore, Maryland', ', U.S.']|https://en.wikipedia.org/wiki/Minna_Gombell
Dick Powell|False|1904-11-14|['Mountain View, Arkansas', ', U.S.']|https://en.wikipedia.org/wiki/Dick_Powell
Darlene Love|True|1941-07-26|[]|https://en.wikipedia.org/wiki/Darlene_Love
Barry Sullivan (American actor)|False|1912-08-29|['New York City, U.S.']|https://en.wikipedia.org/wiki/Barry_Sullivan_(American_actor)
Gloria Grahame|True|1923-11-28|['Los Angeles', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/Gloria_Grahame
John Hodiak|False|1914-04-16|['Pittsburgh', ', Pennsylvania, U.S.']|https://en.wikipedia.org/wiki/John_Hodiak
Van Johnson|False|1916-08-25|['Newport, Rhode Island', ', U.S.']|https://en.wikipedia.org/wiki/Van_Johnson
Gilbert Roland|False|1905-12-11|['Ciudad Juárez', ', ', 'Chihuahua', ', Mexico']|https://en.wikipedia.org/wiki/Gilbert_Roland
George Murphy|False|1902-07-04|[]|https://en.wikipedia.org/wiki/George_Murphy
Maxine Peake|True|1974-07-14|['Westhoughton', ', ', 'Greater Manchester', ', England']|https://en.wikipedia.org/wiki/Maxine_Peake
Charles Dance|False|1946-10-10|['Redditch', ', England']|https://en.wikipedia.org/wiki/Charles_Dance
Edward Norton|False|1969-08-18|['Boston', ', Massachusetts, U.S.']|https://en.wikipedia.org/wiki/Edward_Norton
Henry Travers|False|1874-03-05|['Prudhoe', ', ', 'Northumberland', ', England']|https://en.wikipedia.org/wiki/Henry_Travers
William Binney (intelligence official)|False||['Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/William_Binney_(U.S._intelligence_official)
Tom Wilkinson|False|1948-02-05|['Wharfedale, Yorkshire', ', England', '[1]']|https://en.wikipedia.org/wiki/Tom_Wilkinson
Paul Reiser|False|1956-03-30|['New York City, U.S.']|https://en.wikipedia.org/wiki/Paul_Reiser
Bing Crosby|False|1903-05-03|['Tacoma, Washington', ', U.S.']|https://en.wikipedia.org/wiki/Bing_Crosby
William Gargan|False|1905-07-17|['Brooklyn', ', New York, U.S.']|https://en.wikipedia.org/wiki/William_Gargan
Ruth Donnelly|True|1896-05-17|['Philadelphia, Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/Ruth_Donnelly
Ellen Burstyn|True|1932-12-07|['Detroit', ', ', 'Michigan', ', U.S.']|https://en.wikipedia.org/wiki/Ellen_Burstyn
Haya Harareet|True|1931-09-20|['Haifa', ', ', 'British Mandatory of Palestine', ' (now in ', 'Israel', ')']|https://en.wikipedia.org/wiki/Haya_Harareet
David Kossoff|False|1919-11-24|['Hackney', ', London, England', '[1]']|https://en.wikipedia.org/wiki/David_Kossoff
Alfie Bass|False|1916-04-10|['Bethnal Green', ', ', 'London', ', England']|https://en.wikipedia.org/wiki/Alfie_Bass
Joan Carroll|True|1931-01-18|['Elizabeth, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Joan_Carroll
Dana Andrews|False|1909-01-01|['Near ', 'Collins, Mississippi', ', U.S.']|https://en.wikipedia.org/wiki/Dana_Andrews
Emmanuelle Riva|True|1927-02-24|['Cheniménil', ', ', 'Vosges', ', France']|https://en.wikipedia.org/wiki/Emmanuelle_Riva
Hugh Griffith|False|1912-05-30|['Marian-glas', ', ', 'Anglesey', ', Wales']|https://en.wikipedia.org/wiki/Hugh_Griffith
Martha Sleeper|True|1910-06-24|['Lake Bluff, Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Martha_Sleeper
Isabelle Huppert|True|1953-03-16|['Paris', ', France']|https://en.wikipedia.org/wiki/Isabelle_Huppert
Rhys Williams (Welsh actor)|False|1897-12-31|['Clydach', ', ', 'Wales', ', UK']|https://en.wikipedia.org/wiki/Rhys_Williams_(Welsh-American_actor)
Martha Scott|True|1912-09-22|['Jamesport, Missouri', ', U.S.']|https://en.wikipedia.org/wiki/Martha_Scott
Cathy O'Donnell|True|1923-07-06|['Siluria, Alabama', ', U.S.']|https://en.wikipedia.org/wiki/Cathy_O%27Donnell
Lianella Carell|True|1927-05-06|['Rome', ', ', 'Italy']|https://en.wikipedia.org/wiki/Lianella_Carell
Martha Raye|True|1916-08-27|['Butte, Montana', ', U.S.']|https://en.wikipedia.org/wiki/Martha_Raye
Virginia Mayo|True|1920-11-30|['St. Louis, Missouri', ', U.S.']|https://en.wikipedia.org/wiki/Virginia_Mayo
Dick Tyler|False||['New York City', ', ', 'New York', ', U.S.']|https://en.wikipedia.org/wiki/Dick_Tyler
W. C. Fields|False|1880-01-29|['Darby, Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/W._C._Fields
Sam Jaffe|False|1891-03-10|['New York City', ', New York U.S.']|https://en.wikipedia.org/wiki/Sam_Jaffe
Harold Russell|False|1914-01-14|['North Sydney, Nova Scotia', ', Canada']|https://en.wikipedia.org/wiki/Harold_Russell
Shirley Ross|True|1913-01-07|['Omaha, Nebraska', ', U.S.']|https://en.wikipedia.org/wiki/Shirley_Ross
Chester Morris|False|1901-02-16|['New York City U.S.']|https://en.wikipedia.org/wiki/Chester_Morris
Wallace Beery|False|1885-04-01|['Clay County, Missouri', ', U.S.']|https://en.wikipedia.org/wiki/Wallace_Beery
Lynne Overman|False|1887-09-19|['Maryville, Missouri', ', U.S.']|https://en.wikipedia.org/wiki/Lynne_Overman
Lewis Stone|False|1879-11-15|['Worcester, Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Lewis_Stone
Ben Blue|False|1901-09-12|['Montréal, Quebec', ', Canada']|https://en.wikipedia.org/wiki/Ben_Blue
Robert Montgomery (actor)|False|1904-05-21|['Beacon, New York', ', U.S.']|https://en.wikipedia.org/wiki/Robert_Montgomery_(actor)
Mel Blanc|False|1908-05-30|['San Francisco, California', ', U.S.']|https://en.wikipedia.org/wiki/Mel_Blanc
Dorothy Lamour|True|1914-12-10|['New Orleans', ', ', 'Louisiana', ', U.S.']|https://en.wikipedia.org/wiki/Dorothy_Lamour
Leila Hyams|True|1905-05-01|['New York City, U.S.']|https://en.wikipedia.org/wiki/Leila_Hyams
Leif Erickson (actor)|False|1911-10-27|['Alameda, California', ', U.S.']|https://en.wikipedia.org/wiki/Leif_Erickson_(actor)
George F. Marion|False|1860-07-16|['San Francisco, California', ', U.S.']|https://en.wikipedia.org/wiki/George_F._Marion
